Date Last Researched,Country 1,Country 2,Project Name,Project Name (local lang/script),Other name(s),Capacity (MW),Binational,Country 1 Capacity (MW),Country 2 Capacity (MW),Turbines,Status,Complex,Start Year,Retired Year,Owner,Owner Name (local lang/script),Operator,Operator Name (local lang/script),Technology Type,River / Watercourse,Latitude,Longitude,Location Accuracy,City 1,Local Area 1,Major Area 1,State/Province 1,Subregion 1,Region 1,City 2,Local Area 2,Major Area 2,State/Province 2,Subregion 2,Region 2,GEM location ID,GEM unit ID,Wiki URL
17-10-2023,Peru,,Chontayacu Alto hydroelectric plant,Central Hidroeléctrica Chontayacu Alto,,93,No,93,0,,pre-construction,,,,,,,,conventional storage,Río Chontayacu,-8.6143,-76.6952,approximate,Cholón,,,Huánuco,Latin America and the Caribbean,Americas,,,,,,,L604197,G604310,https://gem.wiki/Chontayacu_Alto_hydroelectric_plant
17-10-2023,Peru,,Chontayacu Bajo hydroelectric plant,Central Hidroeléctrica Chontayacu Bajo,,166,No,166,0,,pre-construction,,,,,,,,conventional storage,Río Chontayacu,-8.574,-76.5346,approximate,Cholón,,,Huánuco,Latin America and the Caribbean,Americas,,,,,,,L604198,G604311,https://gem.wiki/Chontayacu_Bajo_hydroelectric_plant
16-10-2023,Peru,,Corani hydroelectric plant,Central Hidroeléctrica Corani,San Gabán 4,112,No,112,0,2 x 56.8 MW,cancelled,San Gabán 4 Complex,,,,,,,conventional and run-of-river,,-13.8733,-70.6702,approximate,,Corani,Carabaya,Puno,Latin America and the Caribbean,Americas,,,,,,,L603091,G604318,https://gem.wiki/Corani_hydroelectric_plant
16-10-2023,Peru,,Cumba 4 hydroelectric plant,Central Hidroeléctrica Cumba 4,,825,No,825,0,3,announced,,2032,,Odebrecht Peru Ingenieria y Construccion SAC,,,,conventional storage,Río Marañón,-6.2213,-77.8682,approximate,,,,Amazonas,Latin America and the Caribbean,Americas,,,,,,,L603092,G603127,https://gem.wiki/Cumba_4_hydroelectric_plant
16-10-2023,Peru,,El Caño hydroelectric plant,Central Hidroeléctrica El Caño,,120,No,120,0,2,announced,,2027,,Electroandes SA,,,,conventional storage,,-12.0306,-77.0819,approximate,,,,Pasco,Latin America and the Caribbean,Americas,,,,,,,L603093,G603128,https://gem.wiki/El_Caño_hydroelectric_plant
20-05-2022,Peru,,El Platanal hydroelectric plant,Central Hidroeléctrica El Platanal,,220,No,220,0,2 x 110 MW,operating,,2010,,Celepsa Renovables SRL,,,,conventional storage,Rio Cañete,-12.8378,-75.9771,exact,Zúñiga,,,Lima,Latin America and the Caribbean,Americas,,,,,,,L603094,G603129,https://gem.wiki/El_Platanal_hydroelectric_plant
16-10-2023,Peru,,Huallaga 1 hydroelectric plant,Central Hidroeléctrica Huallaga 1,,392,No,392,0,,pre-construction,,2027,,Grupo Ibereólica Renovables [50%]; Grupo Acres [50%],,,,unknown,,-10.0376,-75.8237,approximate,,,Pachitea,Huánuco,Latin America and the Caribbean,Americas,,,,,,,L603095,G603130,https://gem.wiki/Huallaga_1_hydroelectric_plant
20-05-2022,Peru,,Huanza hydroelectric plant,Central Hidroeléctrica Huanza,,96,No,96,0,2 x 48 MW,operating,,2014,,Conenhua SA,,,,run-of-river,Ríos Pallca y Conay,-11.6566,-76.4807,exact,Carampoma,,,Lima,Latin America and the Caribbean,Americas,,,,,,,L603096,G603131,https://gem.wiki/Huanza_hydroelectric_plant
20-05-2022,Peru,,Huinco hydroelectric plant,Central Hidroeléctrica Huinco,,258,No,258,0,4 x 64.6 MW,operating,,1964,,Enel Generación Perú,,Enel Generación Perú,,conventional storage,Río Santa Eulalia,-11.7645,-76.6153,exact,San Antonio,,,Lima,Latin America and the Caribbean,Americas,,,,,,,L603097,G603132,https://gem.wiki/Huinco_hydroelectric_plant
20-05-2022,Peru,,La Virgen hydroelectric plant,Central Hidroeléctrica La Virgen,,84,No,84,0,3,operating,,2021,,Peruana de Energía SAA,,Peruana de Energía SAA,,run-of-river,Río Tarma,-11.1611,-75.4259,exact,,,,Junín,Latin America and the Caribbean,Americas,,,,,,,L603098,G603133,https://gem.wiki/La_Virgen_hydroelectric_plant
17-10-2023,Peru,,Laguna Angel Cruz hydroelectric plant,Central Hidroeléctrica Laguna Angel Cruz,,790,No,790,0,,announced,,2032,,,,,,unknown,,-9.7808,-77.6099,approximate,,,,Ancash,Latin America and the Caribbean,Americas,,,,,,,L604262,G604535,https://gem.wiki/Laguna_Angel_Cruz_hydroelectric_plant
16-10-2023,Peru,,Lluclla hydroelectric plant,Central Hidroeléctrica Lluclla,,288,No,288,0,2 x 160 MW,pre-construction,,2025,,Inland Energy SAC,,,,run-of-river,Río Colca,-16.0156,-72.0141,approximate,,Lluta,Caylloma,Arequipa,Latin America and the Caribbean,Americas,,,,,,,L603099,G603134,https://gem.wiki/Lluclla_hydroelectric_plant
