Date Last Researched,Country 1,Country 2,Project Name,Project Name (local lang/script),Other name(s),Capacity (MW),Binational,Country 1 Capacity (MW),Country 2 Capacity (MW),Turbines,Status,Complex,Start Year,Retired Year,Owner,Owner Name (local lang/script),Operator,Operator Name (local lang/script),Technology Type,River / Watercourse,Latitude,Longitude,Location Accuracy,City 1,Local Area 1,Major Area 1,State/Province 1,Subregion 1,Region 1,City 2,Local Area 2,Major Area 2,State/Province 2,Subregion 2,Region 2,GEM location ID,GEM unit ID,Wiki URL
12-01-2024,China,,Linfen Daning hydroelectric plant,????????????,,1200,No,1200,0,,announced,,,,Shanxi Zhihe Lvdong Energy CO LTD,????????????????,,,pumped storage,,36.466,110.7484,approximate,Xinshui,Daning,Linfen,Shanxi,Eastern Asia,Asia,,,,,,,L600950,G600959,https://gem.wiki/Linfen_Daning_hydroelectric_plant
12-01-2024,China,,Lingbao Pumped Storage hydroelectric plant,????????,,1200,No,1200,0,4 x 300 MW,pre-construction,,,,"China Power Construction Group Zhongnan Survey, Design and Research Institute CO LTD",???????????????????,,,pumped storage,,34.3228,110.7156,approximate,Zhuyang,Lingbao City,Sanmenxia,Henan,Eastern Asia,Asia,,,,,,,L604125,G604557,https://gem.wiki/Lingbao_Pumped_Storage_hydroelectric_plant
14-09-2022,China,,Lingguan hydroelectric plant,?????,,76,No,76,0,2 x 38 MW,operating,,2011,,Sichuan Baoxing Xingyuan Industrial CO LTD,????????????????[80%],Sichuan Province Baoxing County Lingguan Electric Power CO LTD,????????????????,run-of-river,Baoxing River,30.1133,102.7203,exact,Lingguan,Baoxing,Ya’an,Sichuan,Eastern Asia,Asia,,,,,,,L600951,G600960,https://gem.wiki/Lingguan_hydroelectric_plant
14-09-2022,China,,Lingjintan hydroelectric plant,????????,,270,No,270,0,9 x 30 MW,operating,,2000,,China Power International Development CO LTD (CPID) [63%]; Hunan Xiangtou International Investment CO LTD [37%],????????????[63%]; ????????????[37%],Wuling Power CO LTD,????????,conventional storage,Yuanjiang River,28.7616,111.2135,exact,,Taoyuan,Changde,Hunan,Eastern Asia,Asia,,,,,,,L600952,G600961,https://gem.wiki/Lingjintan_hydroelectric_plant
12-01-2024,China,,Lingshan hydroelectric plant,????????,,1200,No,1200,0,4 x 300 MW,pre-construction,,,,China Southern Power Grid Peak Shaving and Frequency Modulation Power Generation CO LTD,??????????????,,,pumped storage,,22.5106,109.4365,approximate,Pingshan,Lingshan,Qinzhou,Guangxi,Eastern Asia,Asia,,,,,,,L600953,G600962,https://gem.wiki/Lingshan_hydroelectric_plant
12-01-2024,China,,Lingshou hydroelectric plant,????????,,1200,No,1200,0,4 x 350 MW,construction,,2027,,,,Lingshou County Huahao Hydropower CO LTD,?????????????,pumped storage,,38.3072,114.3946,approximate,Lingshou,Lingshou,Shijiazhuang,Hebei,Eastern Asia,Asia,,,,,,,L600954,G600963,https://gem.wiki/Lingshou_hydroelectric_plant
12-01-2024,China,,Lingxi hydroelectric plant,????????,,1200,No,1200,0,,pre-construction,,,,SPIC Yunnan International Power Investment CO LTD,??????????????????,,,pumped storage,,24.9701,113.7993,approximate,Zhoutien,Renhua,Shaoguan,Guangdong,Eastern Asia,Asia,,,,,,,L600955,G600964,https://gem.wiki/Lingxi_hydroelectric_plant
12-01-2024,China,,Linxia Shenghe hydroelectric plant,??????????,Kangle pumped storage hydroelectric plant(????????),1000,No,1000,0,,pre-construction,,,,State Power Investment Group CO LTD Gansu Branch,?????????????????,State Power Investment Linxia Shenghe Energy CO LTD,?????????????,pumped storage,,35.3697,103.7006,approximate,Fucheng,Kangle,Linxia AP,Gansu,Eastern Asia,Asia,,,,,,,L600956,G600965,https://gem.wiki/Linxia_Shenghe_hydroelectric_plant
14-09-2022,China,,Liuhong hydroelectric plant,?????,,180,No,180,0,3 x 60 MW,operating,,2007,,POWERCHINA Hydropower Development Group CO LTD,?????????????,Sichuan Meigu River Hydropower Development CO LTD,?????????????,conventional storage,Meigu River,28.1408,103.2105,approximate,Liuhong,Meigu,Liangshan AP,Sichuan,Eastern Asia,Asia,,,,,,,L600957,G600966,https://gem.wiki/Liuhong_hydroelectric_plant
14-09-2022,China,,Liujiaxia hydroelectric plant,??????,,1225,No,1225,0,3 x 225 MW; 1 x 250 MW; 1 x 300 MW,operating,,1974,,State Grid Gansu Electric Power CO LTD,?????????,State Grid Gansu Electric Power CO Liujiaxia Hydropower Plant,???????????????,conventional storage,Yellow River,35.9384,103.3281,exact,Liujiaxia,Yongjing,Linxia AP,Gansu,Eastern Asia,Asia,,,,,,,L600958,G600967,https://gem.wiki/Liujiaxia_hydroelectric_plant
12-01-2024,China,,Liuku hydroelectric plant,?????,,180,No,180,0,,shelved,,,,,,,,run-of-river,Nujiang River,25.8437,98.8547,approximate,Liuku,Lushui City,Nujiang AP,Yunnan,Eastern Asia,Asia,,,,,,,L600959,G600968,https://gem.wiki/Liuku_hydroelectric_plant
12-01-2024,China,,Liulang hydroelectric plant,????????,,2200,No,2200,0,,pre-construction,,,,China Gezhouba Group CO LTD,?????????????,,,pumped storage,,30.481,110.222,approximate,Qingtaiping,Badong,Enshi AP,Hubei,Eastern Asia,Asia,,,,,,,L600960,G600969,https://gem.wiki/Liulang_hydroelectric_plant
14-09-2022,China,,Liuping hydroelectric plant,?????,,120,No,120,0,3 x 40 MW,operating,,2008,,POWERCHINA Hydropower Development Group CO LTD,?????????????,Aba Hydropower Development CO LTD,??????????,conventional storage,Heishui River,31.8839,103.5444,exact,Wadi,Mao,Ngawa AP,Sichuan,Eastern Asia,Asia,,,,,,,L600961,G600970,https://gem.wiki/Liuping_hydroelectric_plant
14-09-2022,China,,Liushugou hydroelectric plant,??????,,180,No,180,0,2 x 90 MW,operating,,2013,,China Energy Investment Group Xinjiang Energy CO LTD,????????????????,State Energy Group Xinjiang Kaidu River Basin Hydropower Development CO LTD,?????????????????????,run-of-river,Kaidu River,42.3221,86.3829,approximate,Halmerdon,Hejing,Bayingolin AP,Xinjiang,Eastern Asia,Asia,,,,,,,L600962,G600971,https://gem.wiki/Liushugou_hydroelectric_plant
12-01-2024,China,,Liuyang Fengdongkou hydroelectric plant,???????????,,1200,No,1200,0,4 x 300 MW,pre-construction,,,,China State Construction Engineering CO LTD,??????????,,,pumped storage,,27.9748,113.7234,approximate,Dayao,Liuyang City,Changsha,Hunan,Eastern Asia,Asia,,,,,,,L600963,G600972,https://gem.wiki/Liuyang_Fengdongkou_hydroelectric_plant
12-01-2024,China,,Liuzhou hydroelectric plant,????????,,1200,No,1200,0,4 x 300 MW,pre-construction,,,,China Southern Power Grid Peak Shaving and Frequency Modulation Power Generation CO LTD,??????????????,,,pumped storage,,24.4923,109.9651,approximate,Zhaisha,Luzhai,Liuzhou,Guangxi,Eastern Asia,Asia,,,,,,,L600964,G600973,https://gem.wiki/Liuzhou_hydroelectric_plant
12-01-2024,China,,Liyuan Ahai Pumped Storage hydroelectric plant,?????????????,,600,No,600,0,4 x 150 MW,pre-construction,,,,Huadian Yunnan Power Generation CO LTD,??????????,Yulong Huadian Lia Pumped Storage Power Generation CO LTD,????????????????,pumped storage,,26.8219,100.237,approximate,Fengke,Yulong,Lijiang,Yunnan,Eastern Asia,Asia,,,,,,,L604115,G604154,https://gem.wiki/Liyuan_Ahai_Pumped_Storage_hydroelectric_plant
14-09-2022,China,,Liyuan hydroelectric plant,????????,,2400,No,2400,0,4 x 600 MW,operating,,2016,,Huadian Yunnan Power Generation CO LTD [56%]; China Yangzi River Power Shareholding CO LTD [23%]; Huaneng Lancangjiang River Hydropower Shareholding CO LTD [11%]; Yunnan Province Electricity Supply CO LTD [10%],??????????[56%]; ????????????[23%]; ?????????????[11%]; ??????????[10%],Yunnan Province Huadian Jinshajiang River Middle Reaches Hydropower Development CO LTD,????????????????????????,conventional storage,Jinshajiang River,27.681,100.2936,exact,,Yulong,Lijiang,Yunnan,Eastern Asia,Asia,,,,,,,L600965,G600974,https://gem.wiki/Liyuan_hydroelectric_plant
14-09-2022,China,,Lizhou hydroelectric plant,?????,,355,No,355,0,3 x 115 MW; 2 x 5 MW,operating,,2016,,Huaneng Sichuan Hydropower CO LTD,??????????,Sichuan Huadian Mulihe Hydropower Development CO LTD,???????????????,conventional storage,Mulihe River,27.9601,101.0172,exact,Xichiu,Muli,Liangshan AP,Sichuan,Eastern Asia,Asia,,,,,,,L600966,G600975,https://gem.wiki/Lizhou_hydroelectric_plant
04-01-2024,China,,Liziwan hydroelectric plant,?????????,,1400,No,1400,0,4 x 350 MW,construction,,2030,,,,Chongqing Fengdu Pumped Storage CO LTD,????????????,pumped storage,,29.8074,107.9289,approximate,Lizi,Fengdu,N/A,Chongqing,Eastern Asia,Asia,,,,,,,L600967,G604559,https://gem.wiki/Liziwan_hydroelectric_plant
14-09-2022,China,,Longbeiwan hydroelectric plant,??????,,180,No,180,0,2 x 90 MW,operating,,2015,,Xiaolangdi Water Resources Investment CO LTD,??????????????,Hubei Guandu River Hydropower Development CO LTD,?????????????,conventional storage,Guandu River,31.8833,110.061,exact,Liulin,Zhushan,Shiyan,Hubei,Eastern Asia,Asia,,,,,,,L600968,G600977,https://gem.wiki/Longbeiwan_hydroelectric_plant
14-09-2022,China,,Longdong hydroelectric plant,?????,,165,No,165,0,3 x 55 MW,operating,,2017,,Sichuan Lichaoyu Energy Development CO LTD,?????????????,Kangding Jinyuan Industrial CO LTD,??????????,run-of-river,Dadu-Wasi River,30.118,102.178,approximate,Guza,Kangding City,Garze AP,Sichuan,Eastern Asia,Asia,,,,,,,L600969,G600978,https://gem.wiki/Longdong_hydroelectric_plant
14-09-2022,China,,Longhu hydroelectric plant,?????,Hanjiang Gaopuo Hydropower Complex Project(????????),100,No,100,0,4,operating,,2021,,,,,,run-of-river,,24.3481,116.6953,approximate,Gaopuo,Dapu,Meizhou,Guangdong,Eastern Asia,Asia,,,,,,,L600970,G600979,https://gem.wiki/Longhu_hydroelectric_plant
16-01-2024,China,,Longhua hydroelectric plant,????????,,2800,No,2800,0,8 x 350 MW,construction,,2029,,Hebei Jianyuan Energy CO LTD,??????????,,,pumped storage,,41.2599,117.8641,approximate,Hanmaying,Longhua,Chengde,Hebei,Eastern Asia,Asia,,,,,,,L600971,G604563,https://gem.wiki/Longhua_hydroelectric_plant
14-09-2022,China,,Longjiang hydroelectric plant,?????,Yunnan Longjiang Water Conservancy(????????),240,No,240,0,3 x 80 MW,operating,,2010,,Xinhua Water Resources and Power Generation CO LTD,??????????,Yunnan Longjiang Water Conservancy Development CO LTD,??????????????,conventional storage,Longjiang River,24.2398,98.1133,exact,Zhefang Farm,Mang City,Dehong AP,Yunnan,Eastern Asia,Asia,,,,,,,L600972,G600981,https://gem.wiki/Longjiang_hydroelectric_plant
14-09-2022,China,,Longkaikou hydroelectric plant,?????????,,1800,No,1800,0,5 x 360 MW,operating,,2014,,Huaneng Lancangjiang River Hydropower Shareholding CO LTD [95.0002%]; Yunnan Huadian Jinshajiang River Middle Reaches Hydropower Development CO LTD [2.9999%]; Yunnan Province Electricity Supply CO LTD [1.9999%],?????????????[95.0002%]; ?????????????????[2.9999%]; ??????????[1.9999%],Huaneng Longkaikou Hydropower CO LTD,???????????,conventional storage,Jinshajiang River,26.529,100.4121,exact,Longkaikou,Heqing,Dali AP,Yunnan,Eastern Asia,Asia,,,,,,,L600973,G600982,https://gem.wiki/Longkaikou_hydroelectric_plant
14-09-2022,China,,Longkou hydroelectric plant,?????,,420,No,420,0,4 x 100 MW; 1 x 20 MW,operating,,2009,,Yellow River Wanjiazhai Water Control Project CO LTD,?????????????,,,conventional storage,Yellow River,39.4203,111.298,exact,Longkou,Jungar Banner,Ordos,Inner Mongolia,Eastern Asia,Asia,,,,,,,L600974,G600983,https://gem.wiki/Longkou_hydroelectric_plant
14-09-2022,China,,Longma hydroelectric plant,?????,,240,No,240,0,3 x 80 MW,operating,,2007,,Datang Yunnan Power Generation CO LTD,??????????,Yunnan Datang Lixianjiang Valley Hydropower Development CO LTD,???????????????????,conventional storage,Babianjiang River,22.8758,101.6479,exact,Wenwu,Mojiang,Pu'er,Yunnan,Eastern Asia,Asia,,,,,,,L600975,G600984,https://gem.wiki/Longma_hydroelectric_plant
16-01-2024,China,,Longpan hydroelectric plant,????????,Hutiaoxia hydroelectric plant ?????,4200,No,4200,0,,announced,,,,Huadian Yunnan Power Generation CO LTD [56%]; China Yangzi River Power Shareholding CO LTD [23%]; Huaneng Lancangjiang River Hydropower Shareholding CO LTD [11%]; Yunnan Province Electricity Supply CO LTD [10%],??????????[56%]; ????????????[23%]; ?????????????[11%]; ??????????[10%],Yunnan Province Huadian Jinshajiang River Middle Reaches Hydropower Development CO LTD,????????????????????????,conventional storage,Jinshajiang River,27.0817,100.0653,approximate,,Shangri-La City,Diqing AP,Yunnan,Eastern Asia,Asia,,,,,,,L600976,G600985,https://gem.wiki/Longpan_hydroelectric_plant
16-01-2024,China,,Longquan hydroelectric plant,????????,,1200,No,1200,0,,pre-construction,,,,,,,,pumped storage,,28.0041,118.9287,approximate,Zhuyang,Longquan City,Lishui,Zhejiang,Eastern Asia,Asia,,,,,,,L600977,G600986,https://gem.wiki/Longquan_hydroelectric_plant
16-01-2024,China,,Longsheng hydroelectric plant,????????,,1600,No,1600,0,4 x 400 MW,pre-construction,,,,Huayuan Electric Power CO LTD,????????,Guangxi Longsheng Yuansheng Hydropower CO LTD,??????????????,pumped storage,,25.8043,110.015,approximate,Longsheng,Longsheng,Guilin,Guangxi,Eastern Asia,Asia,,,,,,,L600978,G600987,https://gem.wiki/Longsheng_hydroelectric_plant
14-09-2022,China,,Longshou 2 hydroelectric plant,???????,Xiliushui hydroelectric plant(??????),157,No,157,0,3 x 45 MW; 1 x 22 MW,operating,,2004,,Gansu Province Electric Power Investment Group CO LTD,???????????????,Gansu Power Investment Hexi Hydropower Development CO LTD,????????????????,conventional storage,Heihe River,38.7709,100.1138,exact,Mati,Sunan,Zhangye,Gansu,Eastern Asia,Asia,,,,,,,L600979,G600988,https://gem.wiki/Longshou_2_hydroelectric_plant
16-01-2024,China,,Longtan hydroelectric plant,??????????,,1400,No,1400,0,2 x 700 MW,announced,,,,,,Longtan Hydropower Development CO LTD,??????????,unknown,Hongshuihe River,25.0287,107.0467,exact,,Tian'e,Hechi,Guangxi,Eastern Asia,Asia,,,,,,,L600980,G600990,https://gem.wiki/Longtan_hydroelectric_plant
14-09-2022,China,,Longtan hydroelectric plant,????????,,4900,No,4900,0,7 x 700 MW,operating,,2009,,Guangxi Guiguan Electric Power CO LTD [63%]; Qianxinan Prefecture Xingyue Energy Development CO LTD [27%]; Guangxi Longlin Power Development CO LTD [10%],????????????,Longtan Hydropower Development CO LTD,??????????,conventional storage,Hongshuihe River,25.0287,107.0467,exact,,Tian'e,Hechi,Guangxi,Eastern Asia,Asia,,,,,,,L600980,G600989,https://gem.wiki/Longtan_hydroelectric_plant
16-01-2024,China,,Longtangou hydroelectric plant,?????????,,1400,No,1400,0,4 x 350 MW,pre-construction,,,,China Huadian CORP Tianjin Branch,???????????????,Tianjin Huadian Fuyuan Thermal Power CO LTD,????????????,pumped storage,,40.1275,117.4512,approximate,Xiaying,Jizhou District,N/A,Tianjin,Eastern Asia,Asia,,,,,,,L600981,G600991,https://gem.wiki/Longtangou_hydroelectric_plant
14-09-2022,China,,Longting hydroelectric plant,?????,Gutianxi II hydroelectric plant(???????),130,No,130,0,2 x 65 MW,operating,,1969,,Fujian Branch of China Huadian Group CO LTD,???????????????,Fujian Huadian Furui Energy Development CO LTD Gutianxi Hydropower Plant,??????????????????????,conventional storage,Gutianxi River,26.9883,120.1883,approximate,Yacheng,Xiapu,Ningde,Fujian,Eastern Asia,Asia,,,,,,,L600982,G600992,https://gem.wiki/Longting_hydroelectric_plant
09-02-2024,China,,Longtoushan hydroelectric plant,??????,,240,No,240,0,,operating,,2022,,,,Jiangxi Longtoushan Aviation and Power Hub Investment and Development CO LTD,?????????????????,conventional storage,,28.1903,115.7598,approximate,,Fengcheng City,Yichun,Jiangxi,Eastern Asia,Asia,,,,,,,L604267,G604564,https://gem.wiki/Longtoushan_hydroelectric_plant
14-09-2022,China,,Longtoushi hydroelectric plant,?????????,,700,No,700,0,4 x 175 MW,operating,,2009,,Sichuan Zhongxu Asset Management CO LTD,????????????,Dadu River Longtoushi Hydropower Development CO LTD,????????????????,conventional storage,Dadu River,29.3358,102.2563,exact,,Shimian,Ya'an,Sichuan,Eastern Asia,Asia,,,,,,,L600983,G600993,https://gem.wiki/Longtoushi_hydroelectric_plant
16-01-2024,China,,Longwangjian hydroelectric plant,?????????,,100,No,100,0,,announced,,,,,,,,pumped storage,,30.953,117.8749,approximate,Xihu,Tongguan District,Tongling,Anhui,Eastern Asia,Asia,,,,,,,L600984,G600994,https://gem.wiki/Longwangjian_hydroelectric_plant
16-01-2024,China,,Longwangshan hydroelectric plant,?????????,,1400,No,1400,0,4 x 350 MW,pre-construction,,,,State Grid Xinyuan Holdings CO LTD,????????????,,,pumped storage,,30.4611,119.3846,approximate,Zhangcun,Anji,Huzhou,Zhejiang,Eastern Asia,Asia,,,,,,,L600985,G600995,https://gem.wiki/Longwangshan_hydroelectric_plant
16-01-2024,China,,Longxikou hydroelectric plant,??????,Longxikou Navigation and Hydropower Complex Project(?????????); Minjiang Navigation and Hydropower Longxikou Complex Project(???????????); Minjiang Longxikou cascade hydroelectric plant(?????????),480,No,480,0,9 x 53.3 MW,construction,,,,SPSI Sichuan Port and Shipping,???????????????,Sichuan Minjiang Port Avionics Development CO LTD Longxikou Branch,?????????????????????,run-of-river,Min River,29.0601,104.028,approximate,Tielu,Qianwei,Leshan,Sichuan,Eastern Asia,Asia,,,,,,,L600986,G600996,https://gem.wiki/Longxikou_hydroelectric_plant
14-09-2022,China,,Longyangxia hydroelectric plant,??????,,1280,No,1280,0,4 x 320 MW,operating,,1987,,State Power Investment Group Upper Yellow River Hydropower Development CO LTD,????????????????????,Qinghai Yellow River Upstream Hydropower Development CO LTD Longyangxia Power Generation Branch,????????????????????????,conventional storage,Yellow River,36.1231,100.9196,exact,Longyangxia,Gonghe,Hainan AP,Qinghai,Eastern Asia,Asia,,,,,,,L600987,G600997,https://gem.wiki/Longyangxia_hydroelectric_plant
16-01-2024,China,,Longyungu hydroelectric plant,?????????,,1000,No,1000,0,,announced,,,,,,,,pumped storage,,40.0581,119.284,approximate,Daxinzhai,Funing District,Qinhuangdao,Hebei,Eastern Asia,Asia,,,,,,,L600988,G600998,https://gem.wiki/Longyungu_hydroelectric_plant
16-01-2024,China,,Luanping hydroelectric plant,????????,,1200,No,1200,0,4 x 300 MW,construction,,2029,,China Huadian Group CO LTD Hebei Branch,???????????????,Chengde Baotong Electric Power CO LTD,??????????,pumped storage,,40.9394,117.2377,approximate,Xiaoying,Luanping,Chengde,Hebei,Eastern Asia,Asia,,,,,,,L600989,G600999,https://gem.wiki/Luanping_hydroelectric_plant
16-01-2024,China,,Luanping II hydroelectric plant,??????????,??????????????,1200,No,1200,0,,announced,,2029,,,,,,pumped storage,,40.9394,117.2377,approximate,Xiaoying,Luanping,Chengde,Hebei,Eastern Asia,Asia,,,,,,,L600990,G601000,https://gem.wiki/Luanping_II_hydroelectric_plant
14-09-2022,China,,Lubuge hydroelectric plant,?????????,,600,No,600,0,4 x 150 MW,operating,,1991,,China Southern Power Grid Peak Shaving and Frequency Modulation Power Generation CO LTD,????????????????????,,,conventional storage,Huangnihe River,24.8644,104.5784,exact,,Luoping,Qujing,Yunnan,Eastern Asia,Asia,,,,,,,L600991,G601001,https://gem.wiki/Lubuge_hydroelectric_plant
14-09-2022,China,,Ludila hydroelectric plant,?????????,,2160,No,2160,0,6 x 360 MW,operating,,2015,,Huadian Yunnan Power Generation CO LTD [75%]; Yunnan Huadian Jinshajiang River Middle Reaches Hydropower Development CO LTD [17%]; Yunnan Province Electricity Supply CO LTD [8%],??????????[75%]; ?????????????????[17%]; ??????????[8%],Huadian Ludila Hydropower CO LTD,?????????????,conventional storage,Jinshajiang River,26.1996,100.818,exact,,Yongsheng,Lijiang,Yunnan,Eastern Asia,Asia,,,,,,,L600992,G601002,https://gem.wiki/Ludila_hydroelectric_plant
14-09-2022,China,,Luding hydroelectric plant,????????,,920,No,920,0,4 x 230 MW,operating,,2012,,Huadian International Power CO LTD,????????????,Sichuan Huadian Luding Hydropower CO LTD,????????????,conventional storage,Dadu River,29.9442,102.2278,exact,,Luding,Garze AP,Sichuan,Eastern Asia,Asia,,,,,,,L600993,G601003,https://gem.wiki/Luding_hydroelectric_plant
16-01-2024,China,,Lufeng Pumped Storage hydroelectric plant,????????,,1200,No,1200,0,4 x 300 MW,pre-construction,,,,Power Construction Corporation of China (POWERCHINA) Hydropower Development Group CO LTD,?????????????,China Power Construction (Lufeng) Pumped Storage Development CO LTD,?????????????????,pumped storage,,25.3346,101.8605,approximate,Gaofeng,Lufeng City,Chuxiong AP,Yunnan,Eastern Asia,Asia,,,,,,,L604156,G604577,https://gem.wiki/Lufeng_Pumped_Storage_hydroelectric_plant
16-01-2024,China,,Luhe hydroelectric plant,????????,Shanwei Sanjiangkou pumped storage hydroelectric plant(???????????),1400,No,1400,0,4 x 350 MW,pre-construction,,,,,,Guangdong Energy Luhe Energy Storage Power Generation CO LTD,??????????????,pumped storage,,23.1856,115.5491,approximate,Xintian,Luhe,Shanwei,Guangdong,Eastern Asia,Asia,,,,,,,L600994,G601004,https://gem.wiki/Luhe_hydroelectric_plant
14-09-2022,China,,Lujichang hydroelectric plant,??????,Luquan Luji hydroelectric plant,96,No,96,0,,operating,,2009,,SPIC Yunnan International Power Investment CO LTD,??????????????????,Yunnan Dianneng Luquan Dianlin Development CO LTD,??????????????,run-of-river,Pudu River,26.1314,102.683,approximate,Zehei,Luquan,Kunming,Yunnan,Eastern Asia,Asia,,,,,,,L600995,G601005,https://gem.wiki/Lujichang_hydroelectric_plant
16-01-2024,China,,Luocheng hydroelectric plant,????????,,1200,No,1200,0,,pre-construction,,2024,,Power Construction Corporation of China (POWERCHINA) Hydropower Development Group CO LTD,?????????????,China Power Construction (Luocheng) Energy Development CO LTD,???????????????,pumped storage,,24.7776,108.9047,approximate,Naweng,Luocheng,Hechi,Guangxi,Eastern Asia,Asia,,,,,,,L604114,G604153,https://gem.wiki/Luocheng_hydroelectric_plant
14-09-2022,China,,Luogu hydroelectric plant,?????,,110,No,110,0,2 x 55 MW,operating,,2009,,Huadian Sichuan Electric Power CO LTD,??????????,Sichuan Huadian Xixihe Hydropower Development CO LTD,???????????????,conventional storage,Xixihe River,28.0887,102.9546,approximate,Luogu,Zhaojue,Liangshan AP,Sichuan,Eastern Asia,Asia,,,,,,,L600996,G601006,https://gem.wiki/Luogu_hydroelectric_plant
16-01-2024,China,,Luoning hydroelectric plant,????????,,1400,No,1400,0,4 x 350 MW,construction,,2026,,State Grid Xinyuan Holdings CO LTD,????????????,Henan Luoning Pumped Storage CO LTD,????????????,pumped storage,,34.373,111.7257,approximate,Jiankou,Luoning,Luoyang,Henan,Eastern Asia,Asia,,,,,,,L600997,G601007,https://gem.wiki/Luoning_hydroelectric_plant
17-01-2024,China,,Lushan hydroelectric plant,????????,,1300,No,1300,0,4 x 325MW,construction,,2027,,Henan Yuneng Holdings CO LTD,????????????,Lushan Yuneng Pumped Storage CO LTD,????????????,pumped storage,,33.7517,112.4845,approximate,Zhaocun,Lushan,Pingdingshan,Henan,Eastern Asia,Asia,,,,,,,L600999,G601009,https://gem.wiki/Lushan_hydroelectric_plant
17-01-2024,China,,Lushan Pumped Storage hydroelectric plant,????????,,1500,No,1500,0,4 x 375 MW,announced,,,,,,,,pumped storage,,30.2544,103.0185,approximate,Longmen,Lushan,Ya'an,Sichuan,Eastern Asia,Asia,,,,,,,L604124,G604163,https://gem.wiki/Lushan_Pumped_Storage_hydroelectric_plant
17-01-2024,China,,Lutiankuang hydroelectric plant,?????????,???????????,1200,No,1200,0,4 x 300 MW,pre-construction,,2031,,China Three Gorges New Energy (Group) CO LTD,?????????????????,,,pumped storage,,41.9845,121.6978,approximate,Sunjiawan,Taiping District,Fuxin,Liaoning,Eastern Asia,Asia,,,,,,,L601000,G601010,https://gem.wiki/Lutiankuang_hydroelectric_plant
17-01-2024,China,,Luxi Pumped Storage hydroelectric plant,????????,,2100,No,2100,0,6 x 350 MW,pre-construction,,,,,,China Power Construction (Luxi) Pumped Storage Development CO LTD,?????????????????,pumped storage,,24.5558,103.7589,approximate,Zhongshu,Luxi,Honghe AP,Yunnan,Eastern Asia,Asia,,,,,,,L604149,G604188,https://gem.wiki/Luxi_Pumped_Storage_hydroelectric_plant
14-09-2022,China,,Luyutan hydroelectric plant,??????,Chitan hydropower Luyantan Power plant(????????,100,No,100,0,,operating,,2018,,,,,,conventional storage,,26.712,117.1447,approximate,Chitan,Taining,Sanming,Fujian,Eastern Asia,Asia,,,,,,,L601001,G601011,https://gem.wiki/Luyutan_hydroelectric_plant
14-09-2022,China,,Madushan hydroelectric plant,??????,,300,No,300,0,3 x 100 MW,operating,,2011,,Guangdong Hydropower Yunnan Investment CO LTD,????????????,Honghe Guangyuan Hydropower Development CO LTD,????????????,conventional storage,Honghe River,23.0442,103.2875,exact,Manhao,Gejiu City,Honghe AP,Yunnan,Eastern Asia,Asia,,,,,,,L601002,G601012,https://gem.wiki/Madushan_hydroelectric_plant
17-01-2024,China,,Maerdang hydroelectric plant,??????,,2200,No,2200,0,,construction,,2024,,National Energy Group Qinghai Electric Power CO LTD,??????????????,Guoneng Qinghai Yellow River Ma'erdang Hydropower Development CO LTD,?????????????????,conventional storage,Yellow River,34.6813,100.6378,approximate,Lajia,Maqên,Golog AP,Qinghai,Eastern Asia,Asia,,,,,,,L601003,G601013,https://gem.wiki/Maerdang_hydroelectric_plant
17-01-2024,China,,Maji hydroelectric plant,?????,,4200,No,4200,0,6 x 700 MW,pre-construction,,,,,,,,conventional storage,Nujiang River,27.3973,98.8294,approximate,Maji,Fugong,Nujiang AP,Yunnan,Eastern Asia,Asia,,,,,,,L601004,G604589,https://gem.wiki/Maji_hydroelectric_plant
14-09-2022,China,,Malutang I hydroelectric plant,????????,,100,No,100,0,2 x 50 MW,operating,Malutang Complex,2004,,Datang Yunnan Power Generation CO LTD,??????????,Yunnan Datang International Wenshan Hydropower Development CO LTD,????????????????,conventional storage,Panlong River,22.9966,104.7716,exact,Tianbao,Malipo,Wenshan AP,Yunnan,Eastern Asia,Asia,,,,,,,L601005,G601015,https://gem.wiki/Malutang_I_hydroelectric_plant
14-09-2022,China,,Malutang II hydroelectric plant,????????,,300,No,300,0,3 x 100 MW,operating,Malutang Complex,2009,,Datang Yunnan Power Generation CO LTD,??????????,Yunnan Datang International Wenshan Hydropower Development CO LTD,????????????????,conventional storage,Panlong River,22.9966,104.7716,exact,Tianbao,Malipo,Wenshan AP,Yunnan,Eastern Asia,Asia,,,,,,,L601006,G601016,https://gem.wiki/Malutang_II_hydroelectric_plant
14-09-2022,China,,Mamaya Stage 1 hydroelectric plant,???????????,,558,No,558,0,3 x 180 MW; 1 x 18 MW,operating,,2015,,Guizhou Qianyuan Power CO LTD [51%]; Guangdong Energy Group CO LTD [23%]; State Power Investment Group Guizhou Jinyuan Shareholding CO LTD [15.5%]; China Power Construction Group Guizhou Survey and Design Research Institute CO LTD [5%]; Qianxi Nanzou Industries Investment Group CO LTD [3%]; Liupanshui Jiangyuan Power CO LTD [2.5%],???????????? [51%]; ??????????? [23%]; ???????????????? [15.5%]; ??????????????????? [5%]; ????????? (?) ???? [3%]; ???????????? [2.5%],Guizhou Beipanjiang Electric Power CO LTD,?????????????,conventional storage,Beipanjiang River,25.7245,105.5068,exact,,Guanling,Anshun,Guizhou,Eastern Asia,Asia,,,,,,,L601007,G601017,https://gem.wiki/Mamaya_Stage_1_hydroelectric_plant
